id,name,time,leve,location(仅镇馆之宝有),size,material,describe(仅镇馆之宝有),relic_url,img_url
2770,汉铜鸠杖首,汉,三级,,高4.9cm，0.054kg,铜器,,https://www.sxhm.com/collections/detail/7122.html,htps:/Uploads/Picture/2023/03/01/s63febb932ae1d.JPG
2771,元灰陶拱手女立俑,元,二级,,高29cm，0.845kg,雕塑造像,,https://www.sxhm.com/collections/detail/7123.html,htps:/Uploads/Picture/2023/03/01/s63febba1ebe9f.JPG
2772,东汉博局纹铜镜,汉,一般,,直径12cm，0.376kg,铜器,,https://www.sxhm.com/collections/detail/7124.html,htps:/Uploads/Picture/2023/03/01/s63febbab91733.JPG
2773,汉铜钫,汉,三级,,高36.8cm，口宽11.3cm，4.257kg,铜器,,https://www.sxhm.com/collections/detail/7125.html,htps:/Uploads/Picture/2023/03/01/s63febbc6e0bb1.JPG
2774,唐陶佛说法像,唐,三级,,长6.1cm，宽4.4cm，厚1.3cm，0.070kg,雕塑造像,,https://www.sxhm.com/collections/detail/7126.html,htps:/Uploads/Picture/2023/03/01/s63febbcd4db57.jpg
2775,"汉""建昭三年""雁足铜灯",汉,二级,,高14.2cm，口径11.9cm，0.898kg,铜器,,https://www.sxhm.com/collections/detail/7127.html,htps:/Public/static/images/default.png
2776,唐莲花纹瓦当,唐,一般,,直径14cm，厚1.4cm，0.472kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7128.html,htps:/Uploads/Picture/2023/03/01/s63febbed21cd5.jpg
2777,元黑陶盘双髻女立俑,元,一级,,高28.3cm，0.714kg,雕塑造像,,https://www.sxhm.com/collections/detail/7129.html,htps:/Uploads/Picture/2023/03/01/s63febbfe728f6.JPG
2778,汉永元铜鉴,汉,三级,,高16.3cm，口径34cm，2.960kg,铜器,,https://www.sxhm.com/collections/detail/7130.html,htps:/Uploads/Picture/2023/03/01/s63febc0922d32.JPG
2779,唐石球,唐,一般,,直径2.5cm，0.017kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7131.html,htps:/Uploads/Picture/2023/03/01/s63febc1999526.jpg
2780,元灰陶女立俑,元,三级,,高27.5cm，0.845kg,雕塑造像,,https://www.sxhm.com/collections/detail/7132.html,htps:/Uploads/Picture/2023/03/01/s63febc291b8cb.JPG
2781,汉圆铜鼎,汉,三级,,通高21.5cm，口径19.2cm，5.005kg,铜器,,https://www.sxhm.com/collections/detail/7133.html,htps:/Uploads/Picture/2023/03/01/s63febc2a29432.JPG
2782,唐黄釉瓷罐,唐,二级,,高21cm，口径8.7cm，底径9cm，1.384kg,瓷器,,https://www.sxhm.com/collections/detail/7134.html,htps:/Uploads/Picture/2023/03/01/s63febc3c304a3.jpg
2783,汉四乳双螭纹铜镜,汉,三级,,直径12.1cm，0.105kg,铜器,,https://www.sxhm.com/collections/detail/7135.html,htps:/Uploads/Picture/2023/03/01/s63febc4573d32.JPG
2784,元灰陶男立俑,元,三级,,高30cm，1.045kg,雕塑造像,,https://www.sxhm.com/collections/detail/7136.html,htps:/Uploads/Picture/2023/03/01/s63febc4f24238.JPG
2785,唐圆孔石球,唐,一般,,直径9.5cm，高6.5cm，0.655kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7137.html,htps:/Uploads/Picture/2023/03/01/s63febc4ad4572.jpg
2786,清绢本博古画挂屏,清,一般,,长99.5cm，宽26.5cm，7.500kg,其他,,https://www.sxhm.com/collections/detail/7138.html,htps:/Uploads/Picture/2023/03/01/s63febc5476849.jpg
2787,汉昭明铭连弧纹铜镜,汉,三级,,直径10cm，0.205kg,铜器,,https://www.sxhm.com/collections/detail/7139.html,htps:/Uploads/Picture/2023/03/01/s63febc5edb6e3.JPG
2788,唐彩绘陶贴金甲马俑,唐,二级,,高35cm，长30cm，2.230kg,雕塑造像,,https://www.sxhm.com/collections/detail/7140.html,htps:/Uploads/Picture/2023/03/01/s63febc730d671.JPG
2789,汉连弧铭带纹铜镜,汉,二级,,直径9.9cm，0.392kg,铜器,,https://www.sxhm.com/collections/detail/7141.html,htps:/Uploads/Picture/2023/03/01/s63febc78119ee.JPG
2790,清绢本博古画挂屏,清,一般,,长99.5cm，宽26.5cm，7.500kg,其他,,https://www.sxhm.com/collections/detail/7142.html,htps:/Uploads/Picture/2023/03/01/s63febc8184d09.jpg
2791,唐白釉瓷盖罐,唐,二级,,高31.5cm，口径9.3cm，底径9cm，2.837kg,瓷器,,https://www.sxhm.com/collections/detail/7143.html,htps:/Uploads/Picture/2023/03/01/s63febc84d2262.jpg
2792,唐石器座,唐,一般,,口径12.5cm，高6.4cm，1.129kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7144.html,htps:/Uploads/Picture/2023/03/01/s63febc84005b8.jpg
2793,汉鎏金铜铺首附环,汉,三级,,高9.2cm，刃宽5.9cm，0.110kg,铜器,,https://www.sxhm.com/collections/detail/7145.html,htps:/Uploads/Picture/2023/03/01/s63febc939cc55.JPG
2794,清绢本博古画挂屏,清,一般,,长99.5cm，宽26.5cm，7.500kg,其他,,https://www.sxhm.com/collections/detail/7147.html,htps:/Uploads/Picture/2023/03/01/s63febca8e084d.jpg
2795,汉大铜釜,汉,一般,,高27.2cm，口径28.3cm，8.510kg,铜器,,https://www.sxhm.com/collections/detail/7148.html,htps:/Uploads/Picture/2023/03/01/s63febcb13769e.JPG
2796,唐石筒,唐,一般,,口径8.5cm，底径10.7cm，高11.2cm，0.911kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7149.html,htps:/Uploads/Picture/2023/03/01/s63febcb090674.jpg
2797,唐青釉小瓷水盂,唐,一般,,口径3.5cm，高4.5cm，0.140kg,瓷器,,https://www.sxhm.com/collections/detail/7150.html,htps:/Uploads/Picture/2023/03/01/s63febcc61bf00.jpg
2798,汉尙方铭博局纹铜镜,汉,三级,,直径18.1cm，0.740kg,铜器,,https://www.sxhm.com/collections/detail/7151.html,htps:/Uploads/Picture/2023/03/01/s63febccba9050.jpg
2799,清木雕盆座,清,一般,,径23cm，高9.5cm，1.378kg,其他,,https://www.sxhm.com/collections/detail/7152.html,htps:/Uploads/Picture/2023/03/01/s63febccc936b0.jpg
2800,明石雕供养人像,明,三级,,高57.5cm，40.000kg,雕塑造像,,https://www.sxhm.com/collections/detail/7153.html,htps:/Uploads/Picture/2023/03/01/s63febcde731be.jpg
2801,唐双鱼纹带盖滑石盒,唐,一般,,长6cm，宽4.8cm，高3cm，0.098kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7154.html,htps:/Uploads/Picture/2023/03/01/s63febce3f2735.jpg
2802,新莽货布钱铜范,汉,一级,,长15.2cm，宽9cm，0.685kg,铜器,,https://www.sxhm.com/collections/detail/7155.html,htps:/Uploads/Picture/2023/03/01/s63febcea60c3b.JPG
2803,清木质山水纹小屏风,清,一般,,长67.5cm，宽31cm，1.100kg,其他,,https://www.sxhm.com/collections/detail/7156.html,htps:/Uploads/Picture/2023/03/01/s63febcea8ce00.jpg
2804,唐白釉瓷碗,唐,三级,,高3.7cm，口径14cm，底径7cm，0.309kg,瓷器,,https://www.sxhm.com/collections/detail/7157.html,htps:/Uploads/Picture/2023/03/01/s63febcf577d75.jpg
2805,唐三彩釉陶马,唐,三级,,高41cm，长41cm，4.840kg,雕塑造像,,https://www.sxhm.com/collections/detail/7158.html,htps:/Uploads/Picture/2023/03/01/s63febd0b4aff6.JPG
2806,汉铜削,汉,三级,,长19.7cm，0.075kg,铜器,,https://www.sxhm.com/collections/detail/7159.html,htps:/Uploads/Picture/2023/03/01/s63febd0ed53a0.JPG
2807,清漆器书卷式嵌螺钿字纹木台几,清,一般,,长45cm，宽18cm，0.460kg,其他,,https://www.sxhm.com/collections/detail/7160.html,htps:/Uploads/Picture/2023/03/01/s63febd0edf5d6.jpg
2808,唐石球,唐,一般,,长3.5cm，宽2.5cm，高2.2cm，0.031kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7161.html,htps:/Uploads/Picture/2023/03/01/s63febd0fc761a.jpg
2809,唐青釉瓷盒,唐,三级,,高3.3cm，口径5.5cm，0.056kg,瓷器,,https://www.sxhm.com/collections/detail/7162.html,htps:/Uploads/Picture/2023/03/01/s63febd19dff89.jpg
2810,唐彩绘釉陶贴金骑马武士俑,唐,三级,,高36cm，长31cm，2.365kg,雕塑造像,,https://www.sxhm.com/collections/detail/7163.html,htps:/Uploads/Picture/2023/03/01/s63febd250692e.JPG
2811,清玻璃内画仕女挂镜,清,一般,,长47.5cm，宽37cm，1.500kg,其他,,https://www.sxhm.com/collections/detail/7164.html,htps:/Uploads/Picture/2023/03/01/s63febd2e46f6e.jpg
2812,唐石刻三足罐,唐,一般,,口径16cm，残高19.5cm，2.267kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7165.html,htps:/Uploads/Picture/2023/03/01/s63febd3505868.jpg
2813,唐三彩釉陶胡人牵夫俑,唐,三级,,高32.5cm，1.090kg,雕塑造像,,https://www.sxhm.com/collections/detail/7166.html,htps:/Uploads/Picture/2023/03/01/s63febd41d4d71.JPG
2814,汉日光铜镜,汉,一般,,直径6.2cm，0.041kg,铜器,,https://www.sxhm.com/collections/detail/7167.html,htps:/Uploads/Picture/2023/03/01/s63febd3e5771e.JPG
2815,清玻璃内画仕女挂镜,清,一般,,长47.5cm，宽37cm，1.500kg,其他,,https://www.sxhm.com/collections/detail/7168.html,htps:/Uploads/Picture/2023/03/01/s63febd4f0cf88.jpg
2816,元灰陶女立俑,元,三级,,高30cm，0.710kg,雕塑造像,,https://www.sxhm.com/collections/detail/7169.html,htps:/Uploads/Picture/2023/03/01/s63febd65c2cfa.JPG
2817,汉日光铜镜,汉,一般,,直径6.6cm，0.042kg,铜器,,https://www.sxhm.com/collections/detail/7170.html,htps:/Uploads/Picture/2023/03/01/s63febd611f3db.JPG
2818,唐石枕,唐,一般,,长13.2cm，宽8.5cm，高5cm，1.779kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7171.html,htps:/Uploads/Picture/2023/03/01/s63febd6b379d7.jpg
2819,汉“尚方”铜镜,汉,二级,,直径22.7cm，1.095kg,铜器,,https://www.sxhm.com/collections/detail/7172.html,htps:/Uploads/Picture/2023/03/01/s63febd80ac56f.JPG
2820,元灰陶拱手女立俑,元,三级,,高29cm，0.705kg,雕塑造像,,https://www.sxhm.com/collections/detail/7173.html,htps:/Uploads/Picture/2023/03/01/s63febd8dabfc7.JPG
2821,清红木梳妆盒,清,三级,,长37cm，宽27cm，高21.5cm，5.725kg,其他,,https://www.sxhm.com/collections/detail/7174.html,htps:/Uploads/Picture/2023/03/01/s63febd8ebfeed.JPG
2822,汉鎏金铜弩机,汉,二级,,长11.5cm，高12.5cm，0.685kg,铜器,,https://www.sxhm.com/collections/detail/7175.html,htps:/Uploads/Picture/2023/03/01/s63febd9bad1d9.JPG
2823,元灰陶男立俑,元,三级,,高28cm，0.865kg,雕塑造像,,https://www.sxhm.com/collections/detail/7176.html,htps:/Uploads/Picture/2023/03/01/s63febdb95f16f.JPG
2824,汉日光铜镜,汉,一般,,直径7.8cm，0.086kg,铜器,,https://www.sxhm.com/collections/detail/7177.html,htps:/Uploads/Picture/2023/03/01/s63febdb856671.JPG
2825,唐石饰品,唐,一般,,长13cm，宽6cm，高11.2cm，厚0.6cm，0.098kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7178.html,htps:/Uploads/Picture/2023/03/01/s63febdb49d84b.JPG
2826,唐三彩釉陶胡人俑,唐,三级,,高31cm，1.060kg,雕塑造像,,https://www.sxhm.com/collections/detail/7179.html,htps:/Uploads/Picture/2023/03/01/s63febddc41f7f.JPG
2827,汉铜洗,汉,三级,,高10cm，口径37.2cm，1.668kg,铜器,,https://www.sxhm.com/collections/detail/7180.html,htps:/Uploads/Picture/2023/03/01/s63febdda6d094.JPG
2828,汉铜博山炉,汉,三级,,通高24.2cm，底盘径25.2cm，2.131kg,铜器,,https://www.sxhm.com/collections/detail/7181.html,htps:/Uploads/Picture/2023/03/01/s63febdf9032a0.JPG
2829,唐石握,唐,一般,,长6.9cm，0.014kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7182.html,htps:/Uploads/Picture/2023/03/01/s63febde692868.jpg
2830,元灰陶狗,元,三级,,高9.1cm，长17.7cm，0.340kg,雕塑造像,,https://www.sxhm.com/collections/detail/7183.html,htps:/Uploads/Picture/2023/03/01/s63febe06f22c5.JPG
2831,汉铜提梁卣,汉,一般,,高12.6cm，口径7cm，0.806kg,铜器,,https://www.sxhm.com/collections/detail/7184.html,htps:/Uploads/Picture/2023/03/01/s63febe2236da4.JPG
2832,唐莲瓣纹柱础,唐,一般,,边长16.3cm，高6.5cm，2.381kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7185.html,htps:/Uploads/Picture/2023/03/01/s63febe2a4a8ec.jpg
2833,汉铜带托盘行灯,汉,三级,,通高8.2cm，通长29.5cm，0.978kg,铜器,,https://www.sxhm.com/collections/detail/7186.html,htps:/Uploads/Picture/2023/03/01/s63febe3e4e1a6.JPG
2834,元灰陶男立俑,元,一般,,高26cm，0.860kg,雕塑造像,,https://www.sxhm.com/collections/detail/7187.html,htps:/Uploads/Picture/2023/03/01/s63febe407ba9b.JPG
2835,汉鎏金铜薰炉,汉,三级,,通高16.5cm，底盘径19.9cm，1.427kg,铜器,,https://www.sxhm.com/collections/detail/7188.html,htps:/Uploads/Picture/2023/03/01/s63febe5b787e2.JPG
2836,明铜观音菩萨坐像,明,一般,,高21cm，1.030kg,雕塑造像,,https://www.sxhm.com/collections/detail/7189.html,htps:/Uploads/Picture/2023/03/01/s63febe6a7d772.jpg
2837,元灰陶羊,元,三级,,高13.8cm，长14cm，0.450kg,雕塑造像,,https://www.sxhm.com/collections/detail/7190.html,htps:/Uploads/Picture/2023/03/01/s63febe8d2b058.JPG
2838,元灰陶鸡,元,三级,,高11.5cm，长9cm，0.180kg,雕塑造像,,https://www.sxhm.com/collections/detail/7191.html,htps:/Uploads/Picture/2023/03/01/s63febeae90fc4.JPG
2839,唐莲瓣纹柱础,唐,一般,,边长17cm，高6.5cm，2.091kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7192.html,htps:/Uploads/Picture/2023/03/01/s63febeb8d4589.jpg
2840,新石器时期彩陶盆,新石器时代,未定级,,高11.5cm，口径30.5cm，0.872kg,陶器,,https://www.sxhm.com/collections/detail/7193.html,htps:/Uploads/Picture/2023/03/01/s63febebf00b89.JPG
2841,唐彩绘陶十二生肖牛俑,唐,三级,,高22cm，0.480kg,雕塑造像,,https://www.sxhm.com/collections/detail/7194.html,htps:/Uploads/Picture/2023/03/01/s63febed010416.JPG
2842,唐滑石握,唐,一般,,长5.2cm，宽1.2cm，0.010kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7195.html,htps:/Uploads/Picture/2023/03/01/s63febee21dfe5.jpg
2843,唐彩绘陶女立俑,唐,二级,,高56.5cm，6.465kg,雕塑造像,,https://www.sxhm.com/collections/detail/7196.html,htps:/Uploads/Picture/2023/03/01/s63febef1f2f1f.JPG
2844,元灰陶女立俑,元,三级,,高27cm，1.090kg,雕塑造像,,https://www.sxhm.com/collections/detail/7198.html,htps:/Uploads/Picture/2023/03/01/s63febf165ca31.JPG
2845,唐连珠纹瓦当,唐,一般,,直径12.1cm，0.385kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7199.html,htps:/Uploads/Picture/2023/03/01/s63febf1044666.JPG
2846,新石器时期陶盆,新石器时代,二级,,高13.3cm，口径33.2cm，1.621kg,陶器,,https://www.sxhm.com/collections/detail/7200.html,htps:/Uploads/Picture/2023/03/01/s63febf1f5c919.JPG
2847,唐彩绘陶兽面镇墓兽,唐,二级,,高24cm，1.350kg,雕塑造像,,https://www.sxhm.com/collections/detail/7201.html,htps:/Uploads/Picture/2023/03/01/s63febf37af6d3.JPG
2848,唐彩绘陶人面镇墓兽,唐,二级,,高24cm，0.500kg,雕塑造像,,https://www.sxhm.com/collections/detail/7202.html,htps:/Uploads/Picture/2023/03/01/s63febf57476b3.JPG
2849,清嵌镙钿玻璃镜框,清,三级,,宽37cm，长52cm，5.500kg,其他,,https://www.sxhm.com/collections/detail/7203.html,htps:/Uploads/Picture/2023/03/01/s63febf671a44a.jpg
2850,唐莲花纹瓦当,唐,一般,,直径15.6cm，0.613kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7204.html,htps:/Uploads/Picture/2023/03/01/s63febf6bc6c2e.JPG
2851,唐三彩釉陶狮子,唐,三级,,高4.5cm，长3.5cm，0.025kg,雕塑造像,,https://www.sxhm.com/collections/detail/7205.html,htps:/Uploads/Picture/2023/03/01/s63febf7846cd6.JPG
2852,元灰陶男立俑,元,二级,,高27.5cm，0.995kg,雕塑造像,,https://www.sxhm.com/collections/detail/7206.html,htps:/Uploads/Picture/2023/03/01/s63febf98e7725.JPG
2853,新石器时代仰韶文化葫芦瓶,新石器时代,三级,,高33cm，口径4.5cm，1.320kg,陶器,,https://www.sxhm.com/collections/detail/7207.html,htps:/Uploads/Picture/2023/03/01/s63febf985d1da.jpg
2854,唐莲花纹瓦当,唐,一般,,直径14.5cm，0.522kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7208.html,htps:/Uploads/Picture/2023/03/01/s63febf97354c0.JPG
2855,清红木刺绣挂屏,清,三级,,长144cm，宽47cm，8.600kg,其他,,https://www.sxhm.com/collections/detail/7209.html,htps:/Uploads/Picture/2023/03/01/s63febf9db5490.jpg
2856,唐白石蹍轮,唐,一般,,直径8cm，0.131kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7210.html,htps:/Uploads/Picture/2023/03/01/s63febfc3438d7.JPG
2857,新石器时代双耳灰陶罐,新石器时代,三级,,"高14cm,口径12cm，0.675kg",陶器,,https://www.sxhm.com/collections/detail/7211.html,htps:/Uploads/Picture/2023/03/01/s63febfc7879be.jpg
2858,清红木刺绣挂屏,清,三级,,长144cm，宽47cm，8.600kg,其他,,https://www.sxhm.com/collections/detail/7212.html,htps:/Uploads/Picture/2023/03/01/s63febfc78f6b9.jpg
2859,清红木刺绣挂屏,清,三级,,长144cm，宽47cm，8.600kg,其他,,https://www.sxhm.com/collections/detail/7213.html,htps:/Uploads/Picture/2023/03/01/s63febff04fc79.jpg
2860,新石器时代红陶尖底瓶,新石器时代,三级,,高37cm，口径4cm，1.640kg,陶器,,https://www.sxhm.com/collections/detail/7214.html,htps:/Uploads/Picture/2023/03/01/s63febff399c52.jpg
2861,唐石羊,唐,未定级,,高101cm，长71cm，宽34cm，57.000kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7215.html,htps:/Uploads/Picture/2023/03/01/s63fec0085dba6.JPG
2862,新石器时期折腹陶罐,新石器时代,二级,,高12.5cm，口径12.5cm，底径5.5cm，0.607kg,陶器,,https://www.sxhm.com/collections/detail/7216.html,htps:/Uploads/Picture/2023/03/01/s63fec01a2ed77.JPG
2863,清红木刺绣挂屏,清,三级,,长144cm，宽47cm，8.600kg,其他,,https://www.sxhm.com/collections/detail/7217.html,htps:/Uploads/Picture/2023/03/01/s63fec01605fb6.jpg
2864,新石器时代陶罐,新石器时代,三级,,高13.5cm口径8cm，0.415kg,陶器,,https://www.sxhm.com/collections/detail/7218.html,htps:/Uploads/Picture/2023/03/01/s63fec047560b0.jpg
2865,清蝙蝠卷叶纹镂雕残木框,清,一般,,长95.8cm，宽68.7cm，1.200kg,其他,,https://www.sxhm.com/collections/detail/7219.html,htps:/Uploads/Picture/2023/03/01/s63fec0473779c.jpg
2866,唐石虎,唐,未定级,,高98cm，长65cm，宽28cm，59.000kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7220.html,htps:/Uploads/Picture/2023/03/01/s63fec04b1955e.JPG
2867,清“平安”插屏,清,三级,,高150cm，宽87cm，35.000kg,其他,,https://www.sxhm.com/collections/detail/7221.html,htps:/Uploads/Picture/2023/03/01/s63fec086df8e5.JPG
2868,唐石虎,唐,未定级,,长85cm，宽46cm，高132cm，72.000kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7222.html,htps:/Uploads/Picture/2023/03/01/s63fec0894eb56.JPG
2869,西汉错银铜衡末,汉,未定级,,长4.3cm，直径4.3cm，0.100kg,金银器,,https://www.sxhm.com/collections/detail/7223.html,htps:/Uploads/Picture/2023/03/01/s63fec0992f0b0.JPG
2870,新石器时代仰韶文化红陶瓶,新石器时代,三级,,高27cm，口径3.5cm，1.585kg,陶器,,https://www.sxhm.com/collections/detail/7224.html,htps:/Uploads/Picture/2023/03/01/s63fec097eca2d.jpg
2871,唐鎏金铜观音菩萨立像,唐,三级,,高12.2cm，0.185kg,雕塑造像,,https://www.sxhm.com/collections/detail/7225.html,htps:/Uploads/Picture/2023/03/01/s63fec0af29db9.jpg
2872,西汉错银車轙,汉,未定级,,宽7cm，高5.3cm，0.130kg,金银器,,https://www.sxhm.com/collections/detail/7226.html,htps:/Uploads/Picture/2023/03/01/s63fec0b93d2f0.JPG
2873,清木椅,清,一般,,高95cm，宽57cm，5.800kg,其他,,https://www.sxhm.com/collections/detail/7227.html,htps:/Uploads/Picture/2023/03/01/s63fec0c819313.jpg
2874,唐鎏金观音坐像,唐,三级,,通高13cm，0.135kg,雕塑造像,,https://www.sxhm.com/collections/detail/7228.html,htps:/Uploads/Picture/2023/03/01/s63fec0d78bfd1.jpg
2875,唐石虎,唐,未定级,,长82cm，宽40cm，高134cm，83.000kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7229.html,htps:/Uploads/Picture/2023/03/01/s63fec0cb8784c.JPG
2876,清木雕卷枝腿双层器座残件,清,一般,,高15.5cm，径18.5cm，0.210kg,其他,,https://www.sxhm.com/collections/detail/7230.html,htps:/Uploads/Picture/2023/03/01/s63fec0ec5710e.jpg
2877,西汉错银铜环,汉,未定级,,直径5cm，0.080kg,金银器,,https://www.sxhm.com/collections/detail/7231.html,htps:/Uploads/Picture/2023/03/01/s63fec0ee877ae.JPG
2878,唐鎏金铜佛坐像,唐,三级,,高11.5cm，0.330kg,雕塑造像,,https://www.sxhm.com/collections/detail/7232.html,htps:/Uploads/Picture/2023/03/01/s63fec0f7eae1c.jpg
2879,清木雕花架,清,一般,,径36cm，高11cm，3.795kg,其他,,https://www.sxhm.com/collections/detail/7233.html,htps:/Uploads/Picture/2023/03/01/s63fec111cb7ca.jpg
2880,唐鎏金铜佛立像,唐,三级,,高10cm，0.160kg,雕塑造像,,https://www.sxhm.com/collections/detail/7234.html,htps:/Uploads/Picture/2023/03/01/s63fec11921ac8.jpg
2881,唐石羊,唐,未定级,,长89cm，宽42cm，高131cm，79.000kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7235.html,htps:/Uploads/Picture/2023/03/01/s63fec1191f9dd.JPG
2882,唐鎏金铜观音菩萨立像,唐,三级,,高20cm，0.325kg,雕塑造像,,https://www.sxhm.com/collections/detail/7236.html,htps:/Uploads/Picture/2023/03/01/s63fec138735d1.jpg
2883,唐鎏金铜佛坐像,唐,三级,,高13cm，0.215kg,雕塑造像,,https://www.sxhm.com/collections/detail/7237.html,htps:/Uploads/Picture/2023/03/01/s63fec1538a525.jpg
2884,清楠木插屏座,清,一般,,宽32cm，高26cm，0.798kg,其他,,https://www.sxhm.com/collections/detail/7238.html,htps:/Uploads/Picture/2023/03/01/s63fec139090d5.jpg
2885,唐石羊,唐,未定级,,长89cm，宽40cm，高136cm，79.000kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7239.html,htps:/Uploads/Picture/2023/03/01/s63fec1586f09a.JPG
2886,唐鎏金铜佛坐像,唐,三级,,高16.9cm，0.360kg,雕塑造像,,https://www.sxhm.com/collections/detail/7240.html,htps:/Uploads/Picture/2023/03/01/s63fec16e94563.jpg
2887,清楠木插屏座,清,一般,,宽27.8cm，高29.5cm，1.626kg,其他,,https://www.sxhm.com/collections/detail/7241.html,htps:/Uploads/Picture/2023/03/01/s63fec17579df1.jpg
2888,唐鎏金铜观音菩萨像坐像,唐,三级,,高12.6cm，0.165kg,雕塑造像,,https://www.sxhm.com/collections/detail/7242.html,htps:/Uploads/Picture/2023/03/01/s63fec194c7d27.jpg
2889,唐宝宁寺砖,唐,二级,,长36cm，宽18cm，3.620kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7243.html,htps:/Uploads/Picture/2023/03/01/s63fec19dd27e7.jpg
2890,清木雕对椅,清,一般,,高105cm，宽64.5cm，22.000kg,其他,,https://www.sxhm.com/collections/detail/7244.html,htps:/Uploads/Picture/2023/03/01/s63fec1a732beb.jpg
2891,元灰陶捧物女立俑,元,三级,,高28.5cm，0.800kg,雕塑造像,,https://www.sxhm.com/collections/detail/7245.html,htps:/Uploads/Picture/2023/03/01/s63fec1c0c7443.JPG
2892,清式席坐面椅,清,一般,,高98cm，宽56.5cm，5.200kg,其他,,https://www.sxhm.com/collections/detail/7246.html,htps:/Uploads/Picture/2023/03/01/s63fec1d7ec212.jpg
2893,唐石器盖,唐,一般,,直径8.5cm，高2.2cm，0.115kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7247.html,htps:/Uploads/Picture/2023/03/01/s63fec1dcc0dde.jpg
2894,元灰陶男立俑,元,三级,,高28cm，0.845kg,雕塑造像,,https://www.sxhm.com/collections/detail/7248.html,htps:/Uploads/Picture/2023/03/01/s63fec1e4ae4ab.JPG
2895,新石器时期陶觚,新石器时代,二级,,高16.8cm，口径８cm，底径6.6cm，0.190kg,陶器,,https://www.sxhm.com/collections/detail/7249.html,htps:/Uploads/Picture/2023/03/01/s63fec1fca02e0.JPG
2896,清式席坐面椅,清,一般,,高98cm，宽56.5cm，5.200kg,其他,,https://www.sxhm.com/collections/detail/7250.html,htps:/Uploads/Picture/2023/03/01/s63fec2135c50d.jpg
2897,唐石兔镇,唐,一般,,长8cm，宽4.2cm，0.230kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7251.html,htps:/Uploads/Picture/2023/03/01/s63fec216a818e.jpg
2898,元灰陶龙,元,二级,,高14cm，长17cm，0.470kg,雕塑造像,,https://www.sxhm.com/collections/detail/7252.html,htps:/Uploads/Picture/2023/03/01/s63fec22c03278.JPG
2899,新石器时期三足陶钵,新石器时代,三级,,高14.5cm，口径23.3cm，0.761kg,陶器,,https://www.sxhm.com/collections/detail/7253.html,htps:/Uploads/Picture/2023/03/01/s63fec236002d4.JPG
2900,清式福禄寿镂雕椅,清,一般,,高96cm，宽60cm，7.300kg,其他,,https://www.sxhm.com/collections/detail/7254.html,htps:/Uploads/Picture/2023/03/01/s63fec23659b50.jpg
2901,西汉错银铜穿,汉,未定级,,高4cm，0.030kg,金银器,,https://www.sxhm.com/collections/detail/7255.html,htps:/Uploads/Picture/2023/03/01/s63fec23b39933.JPG
2902,元灰陶卧狗,元,三级,,高6.5cm，长14.5cm，0.210kg,雕塑造像,,https://www.sxhm.com/collections/detail/7256.html,htps:/Uploads/Picture/2023/03/01/s63fec2505f31d.JPG
2903,汉银小环,汉,未定级,,直径1.9cm，0.400g,金银器,,https://www.sxhm.com/collections/detail/7257.html,htps:/Uploads/Picture/2023/03/01/s63fec25eac117.JPG
2904,清凤鸟纹刺绣花挂屏,清,一般,,长85cm，宽26.8cm，6.800kg,其他,,https://www.sxhm.com/collections/detail/7258.html,htps:/Uploads/Picture/2023/03/01/s63fec26b57a30.jpg
2905,唐莲花纹方砖,唐,一般,,长33cm，宽33cm，8.975kg,石器、石刻、砖瓦,,https://www.sxhm.com/collections/detail/7259.html,htps:/Uploads/Picture/2023/03/01/s63fec266885bc.jpg
